file_name,"('f0', 'mean', '01')","('f0', 'std', '01')","('mfcc', 'mean', '01')","('mfcc', 'mean', '02')","('mfcc', 'mean', '03')","('mfcc', 'mean', '04')","('mfcc', 'mean', '05')","('mfcc', 'mean', '06')","('mfcc', 'mean', '07')","('mfcc', 'mean', '08')","('mfcc', 'mean', '09')","('mfcc', 'mean', '10')","('mfcc', 'mean', '11')","('mfcc', 'mean', '12')","('mfcc', 'mean', '13')","('mfcc', 'mean', '14')","('mfcc', 'std', '01')","('mfcc', 'std', '02')","('mfcc', 'std', '03')","('mfcc', 'std', '04')","('mfcc', 'std', '05')","('mfcc', 'std', '06')","('mfcc', 'std', '07')","('mfcc', 'std', '08')","('mfcc', 'std', '09')","('mfcc', 'std', '10')","('mfcc', 'std', '11')","('mfcc', 'std', '12')","('mfcc', 'std', '13')","('mfcc', 'std', '14')","('rms', 'mean', '01')","('rms', 'std', '01')","('spectral_bandwidth', 'mean', '01')","('spectral_bandwidth', 'std', '01')","('spectral_centroid', 'mean', '01')","('spectral_centroid', 'std', '01')","('spectral_contrast', 'mean', '01')","('spectral_contrast', 'mean', '02')","('spectral_contrast', 'mean', '03')","('spectral_contrast', 'mean', '04')","('spectral_contrast', 'mean', '05')","('spectral_contrast', 'mean', '06')","('spectral_contrast', 'mean', '07')","('spectral_contrast', 'std', '01')","('spectral_contrast', 'std', '02')","('spectral_contrast', 'std', '03')","('spectral_contrast', 'std', '04')","('spectral_contrast', 'std', '05')","('spectral_contrast', 'std', '06')","('spectral_contrast', 'std', '07')","('spectral_rolloff', 'mean', '01')","('spectral_rolloff', 'std', '01')","('zcr', 'mean', '01')","('zcr', 'std', '01')",file_label
fear-f03-JK.wav,160.45863342285156,33.68720245361328,-351.936279296875,64.33222961425781,8.013818740844727,17.405927658081055,-16.647489547729492,-4.062440395355225,-5.568771839141846,-5.200337886810303,-4.561420440673828,-3.2890918254852295,-5.1336989402771,-3.718005418777466,-6.408848285675049,-1.0196195840835571,145.56124877929688,44.987762451171875,27.708683013916016,29.46310806274414,29.374509811401367,18.37085723876953,14.355164527893066,13.922640800476074,12.330997467041016,12.39669132232666,10.763740539550781,10.058595657348633,12.019930839538574,8.973417282104492,0.19557708501815796,0.21019266545772552,1629.3416748046875,537.9764404296875,1119.8226318359375,897.8916625976562,25.2917537689209,14.931358337402344,18.884109497070312,20.657140731811523,19.884607315063477,17.627214431762695,31.841201782226562,3.6880059242248535,6.940254211425781,7.798830509185791,7.4388957023620605,4.940974712371826,4.107126235961914,5.209768295288086,2068.048828125,1962.3525390625,0.03804687410593033,0.06020050495862961,3
fear-f11-JK.wav,156.52835083007812,33.79397201538086,-316.3803405761719,68.15370178222656,0.6823343634605408,5.540043830871582,-22.674619674682617,0.5155009031295776,-17.939184188842773,-12.520817756652832,-1.7737665176391602,-3.2998619079589844,-5.7261552810668945,-1.3919183015823364,1.9211559295654297,4.394737720489502,132.32083129882812,59.29413604736328,40.49015426635742,23.543720245361328,33.83311462402344,18.744556427001953,19.294017791748047,19.973966598510742,12.57598876953125,13.231797218322754,11.303448677062988,9.875752449035645,9.1381196975708,8.673405647277832,0.1736200451850891,0.1834736466407776,1729.422607421875,705.521728515625,1738.1602783203125,1580.0723876953125,25.760295867919922,14.557220458984375,16.851924896240234,17.863250732421875,19.961978912353516,18.65273666381836,32.12711715698242,4.763278007507324,5.78579568862915,6.363367080688477,5.604387283325195,4.78665828704834,3.8572614192962646,5.069240570068359,3017.3779296875,2612.451171875,0.08044949173927307,0.11474708467721939,3
fear-f03-DC.wav,136.81642150878906,27.007610321044922,-433.6448974609375,79.28385925292969,21.3773193359375,23.26828384399414,8.043869018554688,-10.648432731628418,-9.895463943481445,8.6161527633667,-12.111226081848145,-0.8520178198814392,2.0673115253448486,-4.593305587768555,3.437519073486328,3.407802104949951,125.53196716308594,49.95648193359375,24.6601505279541,27.896461486816406,19.94304847717285,23.975446701049805,19.1297550201416,13.958717346191406,21.286867141723633,12.42953872680664,9.822480201721191,14.235189437866211,7.020416259765625,7.582064151763916,0.12790147960186005,0.11092529445886612,1202.312744140625,625.07421875,684.6640625,705.249755859375,30.45178985595703,16.489974975585938,19.147871017456055,21.256616592407227,20.249774932861328,22.977567672729492,32.35865783691406,3.2902565002441406,9.201659202575684,8.309366226196289,7.0003662109375,6.213540554046631,9.744701385498047,5.77180814743042,1208.551025390625,1630.79931640625,0.02323404885828495,0.026153292506933212,3
fear-f03-KL.wav,143.9246063232422,25.111364364624023,-710.4013671875,105.94700622558594,28.00517463684082,35.680660247802734,9.424531936645508,-3.622795343399048,0.2896091938018799,-0.8081789612770081,-8.23276138305664,-2.096804618835449,-6.766345024108887,1.5172369480133057,-0.036436114460229874,-7.23529052734375,122.18448638916016,59.36038589477539,28.530527114868164,28.737518310546875,34.15446472167969,23.99310874938965,15.609576225280762,14.024080276489258,15.535696983337402,9.456181526184082,11.178262710571289,9.701034545898438,7.4312286376953125,9.818368911743164,0.006169052328914404,0.0068912198767066,1698.502197265625,603.2931518554688,938.1580810546875,649.6180419921875,24.26972007751465,14.3232421875,16.61358642578125,17.56389808654785,16.83743667602539,19.3951473236084,30.899934768676758,2.7757279872894287,5.227481842041016,5.205999374389648,5.221176624298096,4.673069477081299,7.730978012084961,4.1944780349731445,1346.391845703125,1420.138427734375,0.02348889783024788,0.03392908349633217,3
fear-f11-DC.wav,132.13119506835938,30.276182174682617,-403.3304748535156,94.47234344482422,13.325945854187012,20.505346298217773,9.574360847473145,-10.791812896728516,-16.566137313842773,9.018296241760254,-12.999618530273438,4.813492298126221,1.4993410110473633,-3.4224064350128174,5.025409698486328,10.662513732910156,125.88744354248047,74.01597595214844,38.612586975097656,27.400657653808594,18.294023513793945,25.473819732666016,19.50237274169922,13.860125541687012,19.86712074279785,14.063547134399414,10.57676887512207,15.63904094696045,11.040899276733398,9.528942108154297,0.10390654951334,0.07740926742553711,1422.154541015625,802.3123168945312,1150.401611328125,1248.952392578125,28.548152923583984,14.156599044799805,17.070369720458984,20.57278060913086,19.166032791137695,23.66400146484375,33.17426681518555,3.329216241836548,6.003026962280273,6.411567687988281,6.353126049041748,4.625756740570068,10.132685661315918,4.651888370513916,2064.020751953125,2408.908935546875,0.025821462273597717,0.029545173048973083,3
fear-f11-KL.wav,150.9196014404297,30.334287643432617,-688.8276977539062,110.0234375,33.41908645629883,26.584470748901367,-3.7833340167999268,-0.391152948141098,7.341883182525635,-1.674580454826355,-7.00424337387085,5.706676006317139,-2.0250356197357178,4.959831237792969,-0.3467523157596588,0.8051031231880188,111.41496276855469,72.5074462890625,26.497234344482422,26.172975540161133,31.102794647216797,21.272397994995117,19.50184440612793,17.14365577697754,17.599279403686523,9.989396095275879,15.30411434173584,10.045601844787598,8.583266258239746,7.824634075164795,0.007422551047056913,0.0047875093296170235,1352.72119140625,551.4534912109375,759.9970092773438,864.631591796875,28.16324806213379,12.61186408996582,15.050897598266602,17.059528350830078,18.377840042114258,19.0362491607666,30.722227096557617,3.378849506378174,4.9420366287231445,4.301502227783203,4.310554027557373,5.894808769226074,5.634769439697266,4.36141300201416,1184.7943115234375,1797.9593505859375,0.016431724652647972,0.024620085954666138,3
fear-f06-JE.wav,147.986083984375,32.85219192504883,-426.1298522949219,60.85961151123047,17.542078018188477,27.516592025756836,-3.742619037628174,-5.241772174835205,-13.640338897705078,4.507909297943115,3.2832767963409424,2.9268577098846436,-4.010878086090088,0.24447062611579895,1.7346606254577637,10.964730262756348,128.9249725341797,65.72955322265625,36.3171501159668,25.318872451782227,24.615694046020508,24.90591812133789,20.563539505004883,16.065881729125977,14.731812477111816,12.127283096313477,14.104583740234375,12.108436584472656,13.358175277709961,10.383349418640137,0.08837902545928955,0.06820862740278244,1647.9322509765625,868.17724609375,1253.3314208984375,1345.060791015625,30.234718322753906,13.637457847595215,15.178888320922852,18.394189834594727,18.091941833496094,19.19011878967285,33.02417755126953,3.4968700408935547,6.100048542022705,5.327108860015869,5.576688289642334,4.251825332641602,5.71051025390625,4.634820938110352,2248.599853515625,2700.0634765625,0.01944482885301113,0.025447916239500046,3
fear-f14-JE.wav,146.3931427001953,21.62026023864746,-410.5538635253906,86.83516693115234,22.923234939575195,24.0495662689209,-1.4286134243011475,-5.756333827972412,-12.385724067687988,-9.135810852050781,-5.051443099975586,-1.3053475618362427,-5.1964240074157715,-0.23844118416309357,-8.663644790649414,6.921722412109375,112.09493255615234,56.70975875854492,39.35060501098633,29.656740188598633,22.20562171936035,22.866168975830078,17.630908966064453,17.23285675048828,18.521869659423828,15.15324592590332,10.2437744140625,9.93531608581543,13.436580657958984,8.745698928833008,0.10735497623682022,0.10571200400590897,1498.034912109375,646.6507568359375,1118.6124267578125,1116.857177734375,26.5272274017334,15.923486709594727,17.254669189453125,21.70123291015625,21.348556518554688,21.02895164489746,32.52927780151367,3.2834560871124268,7.8207292556762695,6.7051005363464355,7.1619367599487305,5.987752437591553,7.039493560791016,4.460836410522461,1869.4219970703125,2130.513671875,0.038638465106487274,0.05460089072585106,3
fear-f13-DC.wav,125.64707946777344,29.95001220703125,-379.49285888671875,87.72875213623047,17.392667770385742,22.72945785522461,9.525236129760742,-13.103075981140137,-13.121786117553711,8.538492202758789,-16.07716941833496,-0.17286767065525055,-2.243257522583008,-0.5353732705116272,2.5059151649475098,8.933854103088379,125.4545669555664,66.79830932617188,32.253170013427734,21.61443328857422,15.212347030639648,28.114856719970703,22.335248947143555,12.003450393676758,22.920244216918945,12.83680248260498,12.253414154052734,9.881861686706543,7.93635368347168,10.755535125732422,0.15047447383403778,0.13773269951343536,1417.499755859375,820.376220703125,1060.7410888671875,1247.0404052734375,28.354652404785156,14.765321731567383,16.488134384155273,19.317930221557617,18.213851928710938,22.933935165405273,32.866973876953125,3.611126184463501,5.997605323791504,6.183369159698486,6.162148952484131,5.181201934814453,8.25152587890625,4.694325923919678,1896.87939453125,2379.114013671875,0.025783786550164223,0.025733791291713715,3
fear-f13-KL.wav,159.9097442626953,26.800546646118164,-694.9998779296875,108.32645416259766,33.42411422729492,31.014299392700195,-4.563117504119873,-7.276895523071289,1.3944038152694702,-0.023099476471543312,-7.196844577789307,0.5812737345695496,-7.07771635055542,-3.2854058742523193,0.10585366934537888,-1.9050650596618652,109.79814147949219,67.19387817382812,29.487150192260742,19.295516967773438,33.73613357543945,25.112504959106445,21.85150718688965,14.953956604003906,18.80928611755371,11.804522514343262,15.454285621643066,11.61406421661377,6.6972880363464355,8.449576377868652,0.005617309361696243,0.005813539028167725,1694.8155517578125,630.1304931640625,1197.7940673828125,1243.55517578125,24.460847854614258,13.436779022216797,16.16533851623535,17.797513961791992,17.170595169067383,19.097213745117188,30.881427764892578,3.859659433364868,5.915066242218018,4.552463054656982,5.285668849945068,4.7415900230407715,6.195580959320068,4.374101161956787,1804.4278564453125,2092.29443359375,0.04701097682118416,0.0845530554652214,3
